"","q","eps","param","dep","dep_upper_limit","param_upper_limit"
"1",2,0.01,5711,10,Inf,126843
"2",2.08080808080808,0.01,5711,10,671.980314902521,126843
"3",2.16161616161616,0.01,5711,10,351.319578099559,126843
"4",2.24242424242424,0.01,5711,10,244.594281993522,126843
"5",2.32323232323232,0.01,5711,10,191.352846061715,126843
"6",2.4040404040404,0.01,5711,10,159.5049541996,126843
"7",2.48484848484848,0.01,5711,10,138.353834372332,126843
"8",2.56565656565657,0.01,5711,10,123.315155707833,126843
"9",2.64646464646465,0.01,5711,10,112.096752770065,126843
"10",2.72727272727273,0.01,5711,10,103.425200316784,126843
"11",2.80808080808081,0.01,5711,10,96.536443202644,126843
"12",2.88888888888889,0.01,5711,10,90.9442645169702,126843
"13",2.96969696969697,0.01,5711,10,86.3245196526462,126843
"14",3.05050505050505,0.01,5711,10,82.452800804745,126843
"15",3.13131313131313,0.01,5711,10,79.1688166840331,126843
"16",3.21212121212121,0.01,5711,10,76.3550203450727,126843
"17",3.29292929292929,0.01,5711,10,73.9232515787854,126843
"18",3.37373737373737,0.01,5711,10,71.8060937546994,126843
"19",3.45454545454545,0.01,5711,10,69.9511117157813,126843
"20",3.53535353535354,0.01,5711,10,68.3169092854255,126843
"21",3.61616161616162,0.01,5711,10,66.8703695223477,126843
"22",3.6969696969697,0.01,5711,10,65.5846834740796,126843
"23",3.77777777777778,0.01,5711,10,64.4379165431472,126843
"24",3.85858585858586,0.01,5711,10,63.4119488446806,126843
"25",3.93939393939394,0.01,5711,10,62.4916804746215,126843
"26",4.02020202020202,0.01,5711,10,61.6644275135612,126843
"27",4.1010101010101,0.01,5711,10,60.9194574143073,126843
"28",4.18181818181818,0.01,5711,10,60.2476276366592,126843
"29",4.26262626262626,0.01,5711,10,59.6411017175877,126843
"30",4.34343434343434,0.01,5711,10,59.0931240855159,126843
"31",4.42424242424242,0.01,5711,10,58.5978399117439,126843
"32",4.5050505050505,0.01,5711,10,58.1501498293393,126843
"33",4.58585858585859,0.01,5711,10,57.7455918922366,126843
"34",4.66666666666667,0.01,5711,10,57.3802449963173,126843
"35",4.74747474747475,0.01,5711,10,57.05064934383,126843
"36",4.82828282828283,0.01,5711,10,56.7537405424805,126843
"37",4.90909090909091,0.01,5711,10,56.4867946880073,126843
"38",4.98989898989899,0.01,5711,10,56.2473823522853,126843
"39",5.07070707070707,0.01,5711,10,56.0333298364657,126843
"40",5.15151515151515,0.01,5711,10,55.8426863851715,126843
"41",5.23232323232323,0.01,5711,10,55.6736963185632,126843
"42",5.31313131313131,0.01,5711,10,55.5247752426394,126843
"43",5.39393939393939,0.01,5711,10,55.3944896580655,126843
"44",5.47474747474747,0.01,5711,10,55.2815394142823,126843
"45",5.55555555555556,0.01,5711,10,55.1847425562357,126843
"46",5.63636363636364,0.01,5711,10,55.1030221915434,126843
"47",5.71717171717172,0.01,5711,10,55.0353950706387,126843
"48",5.7979797979798,0.01,5711,10,54.9809616247694,126843
"49",5.87878787878788,0.01,5711,10,54.9388972492456,126843
"50",5.95959595959596,0.01,5711,10,54.9084446540462,126843
"51",6.04040404040404,0.01,5711,10,54.8889071323518,126843
"52",6.12121212121212,0.01,5711,10,54.8796426210149,126843
"53",6.2020202020202,0.01,5711,10,54.8800584463612,126843
"54",6.28282828282828,0.01,5711,10,54.8896066648047,126843
"55",6.36363636363636,0.01,5711,10,54.9077799211735,126843
"56",6.44444444444444,0.01,5711,10,54.9341077588534,126843
"57",6.52525252525253,0.01,5711,10,54.9681533252741,126843
"58",6.60606060606061,0.01,5711,10,55.0095104241862,126843
"59",6.68686868686869,0.01,5711,10,55.0578008728746,126843
"60",6.76767676767677,0.01,5711,10,55.1126721281303,126843
"61",6.84848484848485,0.01,5711,10,55.173795149625,126843
"62",6.92929292929293,0.01,5711,10,55.2408624734451,126843
"63",7.01010101010101,0.01,5711,10,55.313586472059,126843
"64",7.09090909090909,0.01,5711,10,55.3916977800002,126843
"65",7.17171717171717,0.01,5711,10,55.474943867144,126843
"66",7.25252525252525,0.01,5711,10,55.563087743681,126843
"67",7.33333333333333,0.01,5711,10,55.6559067828208,126843
"68",7.41414141414141,0.01,5711,10,55.7531916489241,126843
"69",7.4949494949495,0.01,5711,10,55.8547453202135,126843
"70",7.57575757575758,0.01,5711,10,55.9603821964632,126843
"71",7.65656565656566,0.01,5711,10,56.069927283175,126843
"72",7.73737373737374,0.01,5711,10,56.1832154446957,126843
"73",7.81818181818182,0.01,5711,10,56.3000907195748,126843
"74",7.8989898989899,0.01,5711,10,56.4204056921949,126843
"75",7.97979797979798,0.01,5711,10,56.5440209153502,126843
"76",8.06060606060606,0.01,5711,10,56.6708043790193,126843
"77",8.14141414141414,0.01,5711,10,56.8006310210768,126843
"78",8.22222222222222,0.01,5711,10,56.9333822761307,126843
"79",8.3030303030303,0.01,5711,10,57.068945659066,126843
"80",8.38383838383838,0.01,5711,10,57.2072143802162,126843
"81",8.46464646464647,0.01,5711,10,57.3480869893982,126843
"82",8.54545454545455,0.01,5711,10,57.4914670463146,126843
"83",8.62626262626263,0.01,5711,10,57.6372628150727,126843
"84",8.70707070707071,0.01,5711,10,57.7853869807866,126843
"85",8.78787878787879,0.01,5711,10,57.9357563864221,126843
"86",8.86868686868687,0.01,5711,10,58.0882917882174,126843
"87",8.94949494949495,0.01,5711,10,58.2429176281669,126843
"88",9.03030303030303,0.01,5711,10,58.3995618221962,126843
"89",9.11111111111111,0.01,5711,10,58.5581555627799,126843
"90",9.19191919191919,0.01,5711,10,58.7186331348657,126843
"91",9.27272727272727,0.01,5711,10,58.8809317440701,126843
"92",9.35353535353535,0.01,5711,10,59.0449913562025,126843
"93",9.43434343434344,0.01,5711,10,59.2107545472542,126843
"94",9.51515151515152,0.01,5711,10,59.3781663630666,126843
"95",9.5959595959596,0.01,5711,10,59.5471741879559,126843
"96",9.67676767676768,0.01,5711,10,59.7177276216353,126843
"97",9.75757575757576,0.01,5711,10,59.8897783638303,126843
"98",9.83838383838384,0.01,5711,10,60.0632801060301,126843
"99",9.91919191919192,0.01,5711,10,60.238188429867,126843
"100",10,0.01,5711,10,60.4144607116552,126843
"101",2,0.0503030303030303,3597,7,Inf,52722
"102",2.08080808080808,0.0503030303030303,3597,7,491.937964551412,52722
"103",2.16161616161616,0.0503030303030303,3597,7,257.802434956022,52722
"104",2.24242424242424,0.0503030303030303,3597,7,179.918874585841,52722
"105",2.32323232323232,0.0503030303030303,3597,7,141.098306521963,52722
"106",2.4040404040404,0.0503030303030303,3597,7,117.902935380606,52722
"107",2.48484848484848,0.0503030303030303,3597,7,102.520162700509,52722
"108",2.56565656565657,0.0503030303030303,3597,7,91.6017319982755,52722
"109",2.64646464646465,0.0503030303030303,3597,7,83.4735150322063,52722
"110",2.72727272727273,0.0503030303030303,3597,7,77.2054405569135,52722
"111",2.80808080808081,0.0503030303030303,3597,7,72.2394658251641,52722
"112",2.88888888888889,0.0503030303030303,3597,7,68.2204727250826,52722
"113",2.96969696969697,0.0503030303030303,3597,7,64.9117158487521,52722
"114",3.05050505050505,0.0503030303030303,3597,7,62.1492945291531,52722
"115",3.13131313131313,0.0503030303030303,3597,7,59.8161368612717,52722
"116",3.21212121212121,0.0503030303030303,3597,7,57.8263901147644,52722
"117",3.29292929292929,0.0503030303030303,3597,7,56.1156647418735,52722
"118",3.37373737373737,0.0503030303030303,3597,7,54.6347216766667,52722
"119",3.45454545454545,0.0503030303030303,3597,7,53.3452638678634,52722
"120",3.53535353535354,0.0503030303030303,3597,7,52.2170568012946,52722
"121",3.61616161616162,0.0503030303030303,3597,7,51.2259128656251,52722
"122",3.6969696969697,0.0503030303030303,3597,7,50.3522516135835,52722
"123",3.77777777777778,0.0503030303030303,3597,7,49.5800526792207,52722
"124",3.85858585858586,0.0503030303030303,3597,7,48.8960818471872,52722
"125",3.93939393939394,0.0503030303030303,3597,7,48.2893106046918,52722
"126",4.02020202020202,0.0503030303030303,3597,7,47.75047500099,52722
"127",4.1010101010101,0.0503030303030303,3597,7,47.2717363085287,52722
"128",4.18181818181818,0.0503030303030303,3597,7,46.8464170927255,52722
"129",4.26262626262626,0.0503030303030303,3597,7,46.4687938382243,52722
"130",4.34343434343434,0.0503030303030303,3597,7,46.1339324800628,52722
"131",4.42424242424242,0.0503030303030303,3597,7,45.837556828607,52722
"132",4.5050505050505,0.0503030303030303,3597,7,45.5759424606274,52722
"133",4.58585858585859,0.0503030303030303,3597,7,45.3458305057979,52722
"134",4.66666666666667,0.0503030303030303,3597,7,45.1443571083778,52722
"135",4.74747474747475,0.0503030303030303,3597,7,44.9689953368309,52722
"136",4.82828282828283,0.0503030303030303,3597,7,44.8175070517967,52722
"137",4.90909090909091,0.0503030303030303,3597,7,44.6879027960656,52722
"138",4.98989898989899,0.0503030303030303,3597,7,44.5784081888836,52722
"139",5.07070707070707,0.0503030303030303,3597,7,44.4874356264176,52722
"140",5.15151515151515,0.0503030303030303,3597,7,44.4135603359973,52722
"141",5.23232323232323,0.0503030303030303,3597,7,44.3555000222192,52722
"142",5.31313131313131,0.0503030303030303,3597,7,44.3120974916705,52722
"143",5.39393939393939,0.0503030303030303,3597,7,44.2823057598348,52722
"144",5.47474747474747,0.0503030303030303,3597,7,44.2651752361042,52722
"145",5.55555555555556,0.0503030303030303,3597,7,44.2598426562897,52722
"146",5.63636363636364,0.0503030303030303,3597,7,44.265521490797,52722
"147",5.71717171717172,0.0503030303030303,3597,7,44.2814936039093,52722
"148",5.7979797979798,0.0503030303030303,3597,7,44.3071019778435,52722
"149",5.87878787878788,0.0503030303030303,3597,7,44.341744346298,52722
"150",5.95959595959596,0.0503030303030303,3597,7,44.3848676075676,52722
"151",6.04040404040404,0.0503030303030303,3597,7,44.4359629080835,52722
"152",6.12121212121212,0.0503030303030303,3597,7,44.4945613043604,52722
"153",6.2020202020202,0.0503030303030303,3597,7,44.5602299254892,52722
"154",6.28282828282828,0.0503030303030303,3597,7,44.632568570063,52722
"155",6.36363636363636,0.0503030303030303,3597,7,44.711206681224,52722
"156",6.44444444444444,0.0503030303030303,3597,7,44.7958006517035,52722
"157",6.52525252525253,0.0503030303030303,3597,7,44.8860314176097,52722
"158",6.60606060606061,0.0503030303030303,3597,7,44.981602305499,52722
"159",6.68686868686869,0.0503030303030303,3597,7,45.0822371021653,52722
"160",6.76767676767677,0.0503030303030303,3597,7,45.1876783207218,52722
"161",6.84848484848485,0.0503030303030303,3597,7,45.2976856400738,52722
"162",6.92929292929293,0.0503030303030303,3597,7,45.4120344978872,52722
"163",7.01010101010101,0.0503030303030303,3597,7,45.5305148197203,52722
"164",7.09090909090909,0.0503030303030303,3597,7,45.6529298691913,52722
"165",7.17171717171717,0.0503030303030303,3597,7,45.779095205942,52722
"166",7.25252525252525,0.0503030303030303,3597,7,45.9088377397904,52722
"167",7.33333333333333,0.0503030303030303,3597,7,46.0419948708683,52722
"168",7.41414141414141,0.0503030303030303,3597,7,46.1784137067625,52722
"169",7.4949494949495,0.0503030303030303,3597,7,46.3179503487312,52722
"170",7.57575757575758,0.0503030303030303,3597,7,46.4604692399884,52722
"171",7.65656565656566,0.0503030303030303,3597,7,46.6058425698504,52722
"172",7.73737373737374,0.0503030303030303,3597,7,46.7539497282353,52722
"173",7.81818181818182,0.0503030303030303,3597,7,46.9046768056213,52722
"174",7.8989898989899,0.0503030303030303,3597,7,47.0579161341042,52722
"175",7.97979797979798,0.0503030303030303,3597,7,47.2135658656666,52722
"176",8.06060606060606,0.0503030303030303,3597,7,47.3715295841853,52722
"177",8.14141414141414,0.0503030303030303,3597,7,47.53171594807,52722
"178",8.22222222222222,0.0503030303030303,3597,7,47.6940383607479,52722
"179",8.3030303030303,0.0503030303030303,3597,7,47.8584146664962,52722
"180",8.38383838383838,0.0503030303030303,3597,7,48.0247668693755,52722
"181",8.46464646464647,0.0503030303030303,3597,7,48.1930208732435,52722
"182",8.54545454545455,0.0503030303030303,3597,7,48.3631062410265,52722
"183",8.62626262626263,0.0503030303030303,3597,7,48.5349559716055,52722
"184",8.70707070707071,0.0503030303030303,3597,7,48.7085062928315,52722
"185",8.78787878787879,0.0503030303030303,3597,7,48.883696469324,52722
"186",8.86868686868687,0.0503030303030303,3597,7,49.0604686238385,52722
"187",8.94949494949495,0.0503030303030303,3597,7,49.2387675710951,52722
"188",9.03030303030303,0.0503030303030303,3597,7,49.4185406630682,52722
"189",9.11111111111111,0.0503030303030303,3597,7,49.5997376448242,52722
"190",9.19191919191919,0.0503030303030303,3597,7,49.7823105200785,52722
